"Financial Year & Period","Route","Route Name","Area","Area Name","Delivery Unit","Delivery Unit Name","Incident Summary Group","Incident Category","Incident Category Description","Incident Reason","Incident Reason Description","Responsible Organisation","Responsible Organisation Name","Responsible Manager","Responsible Manager Name","Responsible Function Level 3 Desc","Responsible Function Level 3 Name","v_Incident Count","v_PfPI Minutes"
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","501A","Network Rail Operations - signalling","OC","Signaller including mis-routing (not ERTM /ETCS related)","NR","Network Rail","CQNL","WCS LOM WEMBLEY","Local Operations","LOCAL OPERATIONS",16,172
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","501B","Network Rail Operations - control","OD","Delayed as a result of Route Control decision or directive","NR","Network Rail","OQNY","WCS COM - CONTROL","Route Control Centres","ROUTE CONTROL CENTRES",1,4
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","501B","Network Rail Operations - control","QN","VSTP Schedule/ VSTP Process (TSI created schedule)","NR","Network Rail","QQNY","WCS COM - VSTP DELAYS","Route Control Centres","ROUTE CONTROL CENTRES",7,106
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","501D","Network Rail Operations - other","OV","Fire or evacuation due to fire alarm of Network Rail buildings other than stations not due to vandalism","NR","Network Rail","CQND","WCS LOM RUGBY SCC","Local Operations","LOCAL OPERATIONS",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","502A","Timetable Planning","QA","WTT schedule and or LTP Process including erroneous simplifiers","NR","Network Rail","QQA0","TP ALL LTP ALSO PSNGER STP","Operational Planning","OPERATIONAL PLANNING",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","502A","Timetable Planning","QB","Planned engineering work - diversion/SLW not timetabled (outside the Timetable Planning Rules)","NR","Network Rail","QQN3","WCS POSSESSION PLANNING","Access Planning And Possession Delivery","ACCESS PLANNING & POSSESS DEL",6,48
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","502A","Timetable Planning","QM","Train schedule/STP Process including erroneous simplifiers","NR","Network Rail","QQA0","TP ALL LTP ALSO PSNGER STP","Operational Planning","OPERATIONAL PLANNING",161,1255
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","502A","Timetable Planning","QM","Train schedule/STP Process including erroneous simplifiers","NR","Network Rail","QQAK","TP RSB & STP FRT & Charters","Operational Planning","OPERATIONAL PLANNING",6,42
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","502C","Network Rail commercial takeback/other","Q1","Takeback Pumps","NR","Network Rail","QQAA","HQ GBRF REV TAKEBACK","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",1,2
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","502C","Network Rail commercial takeback/other","Q1","Takeback Pumps","NR","Network Rail","QQAM","HQ DBC REV Takeback","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",1,2.5
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","502C","Network Rail commercial takeback/other","Q1","Takeback Pumps","NR","Network Rail","QQRF","NWC VT (HF) TAKEBACK","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",3,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","601","All Z codes - Unexplained","ZS","No Cause ascertainable for a Sub-Threshold Delay causing Threshold Reactionary (where agreed by both parties)","NR","Network Rail","ZQBG","SUS GTR Unexplained","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",2,6
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","601","All Z codes - Unexplained","ZS","No Cause ascertainable for a Sub-Threshold Delay causing Threshold Reactionary (where agreed by both parties)","NR","Network Rail","ZQNB","WCS UNEXPLAINED DELAYS","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",19,55
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","601","All Z codes - Unexplained","ZU","No Cause Identified After investigation by both Parties","NR","Network Rail","ZQBG","SUS GTR Unexplained","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",2,10
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","601","All Z codes - Unexplained","ZU","No Cause Identified After investigation by both Parties","NR","Network Rail","ZQNB","WCS UNEXPLAINED DELAYS","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",2,22
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","601","All Z codes - Unexplained","ZU","No Cause Identified After investigation by both Parties","NR","Network Rail","ZQRD","NWC WMT (EJ) UNEXPLAINED","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",2,11
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","601","All Z codes - Unexplained","ZU","No Cause Identified After investigation by both Parties","NR","Network Rail","ZQRF","NWC VT (HF) UNEXPLAINED","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","601","All Z codes - Unexplained","ZY","Univestigated station overtime System Roll-up Only","NR","Network Rail","ZQNY","WCS ROLLUP DELAYS","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",4,1
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","601","All Z codes - Unexplained","ZZ","Unexplained loss in running system Roll-up Only","NR","Network Rail","OQNE","WCS EUSTON DU (GEO)","Local Operations","LOCAL OPERATIONS",2,1
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","601","All Z codes - Unexplained","ZZ","Unexplained loss in running system Roll-up Only","NR","Network Rail","ZQNY","WCS ROLLUP DELAYS","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",6,9
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","602","Uninvestigated Delay","OU","Delays not Investigated by Network Rail","NR","Network Rail","OQRZ","NWC  ATTRIBUTION MANAGER","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",28,""
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Non-Track Assets","101","Points failures","IB","Points failure (including no fault found)","NR","Network Rail","IQNE","WCS EUSTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",4,69
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Non-Track Assets","201","OLE/Third Rail faults","I2","AC/DC trip (including no fault or cause found)","NR","Network Rail","IQNE","WCS EUSTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Non-Track Assets","301A","Signal Failures","IA","Signal failure (including no fault found)","NR","Network Rail","IQNE","WCS EUSTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,11
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Non-Track Assets","301B","Track Circuit Failures","IC","Track circuit failure (including no fault found)","NR","Network Rail","IQNE","WCS EUSTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",4,52
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Non-Track Assets","301C","Axle Counter Failures","J3","Axle Counter Failure","NR","Network Rail","IQNE","WCS EUSTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",3,50
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Non-Track Assets","302A","Signalling System & Power Supply Failures","IF","Train Describer/Panel/ARS/SSI/TDM Remote Control failure","NR","Network Rail","IQNE","WCS EUSTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",4,103
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","FX","Freight train running at lower class or speed than planned classification or overweight","PE","GB Railfreight","DPEC","GB Railfreight","NONE","NONE",1,2
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","FZ","Other FOC causes incl. cause to be specified, including mishaps","WA","DB Cargo","DWAW","DBC Autos & Chemicals Joint","NONE","NONE",1,2.5
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","T8","Delays at Station believed to be operator cause and Information required from operator (Ops responsibility)","EK","London Overground","TEKA","ARL Operations General Code","NONE","NONE",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","T8","Delays at Station believed to be operator cause and Information required from operator (Ops responsibility)","HF","Avanti West Coast","THF1","AWC Drivers Euston","NONE","NONE",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TA","Train-crew/loco/stock/unit diagram issues","ET","GTR","TETZ","GTR TL Operations Miscellaneous","NONE","NONE",6,41
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TA","Train-crew/loco/stock/unit diagram issues","HF","Avanti West Coast","THFM","AWC Train Planning","NONE","NONE",2,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TB","Train cancelled or delayed at Train Operators request","EK","London Overground","TEKA","ARL Operations General Code","NONE","NONE",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TO","Time lost en-route believed to be Operator cause and information required form operatore (Ops Responsibility)","HF","Avanti West Coast","THF2","AWC Drivers Wolverhampton","NONE","NONE",1,7
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TP","Special Stop Orders","ET","GTR","TET7","GTR TBD ROC Service Delivery","NONE","NONE",4,19
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TR","Train Operating Company Directive","EJ","West Midlands Trains","TEJC","WMT Control Birmingham","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TR","Train Operating Company Directive","EK","London Overground","TEKA","ARL Operations General Code","NONE","NONE",3,""
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TR","Train Operating Company Directive","EK","London Overground","TEKC","ARL Control","NONE","NONE",2,7
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TR","Train Operating Company Directive","ES","Caledonian Sleeper","TESA","CS TRAINCREW DEFAULT","NONE","NONE",3,""
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TR","Train Operating Company Directive","HF","Avanti West Coast","DHFA","AWC Joint Responsibility","NONE","NONE",1,""
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TR","Train Operating Company Directive","HF","Avanti West Coast","THFO","AWC Ops Control Manager","NONE","NONE",1,""
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TX","Delays incurred on non-Network Rail running lines or networks including London Underground (except fleet related delays)","XC","LUL Bakerloo","TXCA","LUL Bakerloo Over Dc Lines    ","NONE","NONE",1,4
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TY","Mishap-Train Operating Company cause","EK","London Overground","TEKC","ARL Control","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TZ","Other Passenger Train Operating Company causes","EK","London Overground","TEKA","ARL Operations General Code","NONE","NONE",1,""
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TZ","Other Passenger Train Operating Company causes","EK","London Overground","TEKP","ARL Train Planning","NONE","NONE",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TZ","Other Passenger Train Operating Company causes","ES","Caledonian Sleeper","TESA","CS TRAINCREW DEFAULT","NONE","NONE",8,""
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Operations","701B","Train operations","TZ","Other Passenger Train Operating Company causes","HF","Avanti West Coast","THFO","AWC Ops Control Manager","NONE","NONE",1,7
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Stations","701E","Station delays","R2","Late TRTS given by station staff","EK","London Overground","REKA","ARL Gen Retail","NONE","NONE",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Stations","701E","Station delays","R2","Late TRTS given by station staff","ES","Caledonian Sleeper","RESA","CS RETAIL DEFAULT","NONE","NONE",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Stations","701E","Station delays","R3","Station Staff unavailable - missing or uncovered","ET","GTR","SETF","GTR SN WLL & WCML","NONE","NONE",1,6
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Stations","701E","Station delays","R3","Station Staff unavailable - missing or uncovered","HF","Avanti West Coast","DHFA","AWC Joint Responsibility","NONE","NONE",1,1.5
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Stations","701E","Station delays","R4","Station staff split responsibility - unable to cover all duties","HF","Avanti West Coast","RHF5","AWC Stations South","NONE","NONE",3,6
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Stations","701E","Station delays","R8","Delay at Station believed to be operator cause and information required from operator (Ops Responsibility)","HF","Avanti West Coast","RHF5","AWC Stations South","NONE","NONE",1,3
